SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 0.1425, 53, -0.05494674, -0.09539303, -1.00779033, 0.84973347, 0.11728922, -2.53822637, -52.96696854, 38.52674484, -73.07804871, 4.73328590, -2.19533062, -101.33223724, 0.63379359, -0.01136450, 0.04406548, 0.77216238, 0.01664037, 0.01293613, 0.01193213, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1775, 54, -0.03452802, -0.13217290, -1.00440443, -1.08049083, 2.38650799, -0.31902906, -52.47003555, 37.85442734, -73.04881287, 4.69352579, -2.20123053, -101.41944122, 0.63321066, -0.01107142, 0.04383856, 0.77265763, -0.00388124, 0.05040741, 0.00849313, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1800, 55, -0.03179676, -0.13505076, -1.00671053, -0.51704353, 2.87560868, -0.10042679, -52.47003555, 37.85442734, -73.04881287, 4.69221973, -2.19404459, -101.41911316, 0.63321185, -0.01111285, 0.04379009, 0.77265882, -0.00648717, 0.05330758, 0.01079261, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1825, 56, -0.02753518, -0.13771783, -1.00352407, -0.37855834, 3.36172056, 0.18264256, -51.91464615, 36.77287292, -73.10727692, 4.69122982, -2.18570662, -101.41796112, 0.63321829, -0.01116411, 0.04373732, 0.77265584, -0.01060333, 0.05599140, 0.00759917, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1850, 57, -0.02276041, -0.14256071, -1.00095344, -0.09897632, 3.84801698, 0.53723943, -51.91464615, 36.77287292, -73.10727692, 4.69090176, -2.17622805, -101.41583252, 0.63323104, -0.01122710, 0.04368262, 0.77264756, -0.01521280, 0.06083947, 0.00502187, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1875, 58, -0.02112036, -0.14641717, -1.00302982, 0.03989683, 4.19477034, 0.81966472, -51.91464615, 36.77287292, -73.10727692, 4.69089174, -2.16594434, -101.41291809, 0.63324887, -0.01129758, 0.04362554, 0.77263516, -0.01667348, 0.06469555, 0.00709146, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1900, 59, -0.02258214, -0.14581384, -1.00376916, 0.39348978, 4.26643276, 0.82439959, -51.91464615, 36.77287292, -73.10727692, 4.75381184, -2.14027476, -101.41140747, 0.63324827, -0.01181916, 0.04390804, 0.77261186, -0.01476400, 0.06299717, 0.00790435, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1925, 60, -0.02553569, -0.14389770, -1.00280893, 0.67802662, 4.48010111, 0.48008367, -51.91464615, 36.77287292, -73.10727692, 4.75542784, -2.12921262, -101.40927887, 0.63326049, -0.01190358, 0.04385770, 0.77260339, -0.01161751, 0.06105236, 0.00693923, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1950, 61, -0.03004531, -0.14367799, -1.00333130, 0.82430232, 4.27794504, -0.21674201, -52.73311996, 36.88979721, -73.42881775, 4.75747538, -2.11850977, -101.40893555, 0.63326073, -0.01198728, 0.04381244, 0.77260447, -0.00692123, 0.06079648, 0.00745768, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.1975, 62, -0.03226353, -0.14322034, -1.00139868, 0.75727600, 4.14306021, -0.77636844, -52.73311996, 36.88979721, -73.42881775, 4.75940895, -2.10802674, -101.41001129, 0.63325137, -0.01206832, 0.04376776, 0.77261341, -0.00452016, 0.06030466, 0.00552118, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.2000, 63, -0.03500599, -0.14120615, -0.99714881, 0.33607474, 4.14555025, -1.33976352, -52.73311996, 36.88979721, -73.42881775, 4.76033974, -2.09742069, -101.41249084, 0.63323265, -0.01214412, 0.04371580, 0.77263051, -0.00159272, 0.05827374, 0.00126594, 0.00000000, 0.00000000, 0.00000000, 0.00000000
